Future Date,Predictions
2018-01-31,69957.53579787233
2018-02-28,70859.54333018346
2018-03-31,71761.55086249457
2018-04-30,72663.55839480567
2018-05-31,73565.5659271168
2018-06-30,74467.57345942792
2018-07-31,75369.58099173903
2018-08-31,76271.58852405014
2018-09-30,77173.59605636126
2018-10-31,78075.60358867238
2018-11-30,78977.61112098349
2018-12-31,79879.6186532946
